,id,created_at,text,clean_text,cleaned_word_list
18,1232437765872046081,2020-02-25 22:50:35,"b'@kyLe_pareDes101 Hi there. We hear your frustration, and understand your concern. You can find assistance with reco\xe2\x80\xa6 https://t.co/evGLSSeh6d'",  hi there  we hear your frustration  and understand your concern  you can find assistance with reco     ,hi hear frust understand concern find assist reco
19,1232437472535007233,2020-02-25 22:49:25,"b'@elenadazlen Hi Elena. For additional support with a disabled account, please visit our Help Center: https://t.co/FScfJZe1kP. -GD'",  hi elena  for additional support with a disabled account  please visit our help center     gd,hi elen addit support dis account pleas visit help cent gd
20,1232437413957341184,2020-02-25 22:49:11,b'@JCsellsATL Hi Jimmy. You can reach out to the Facebook Business Page regarding your unpublished Business Page issu\xe2\x80\xa6 https://t.co/HGdJDrROkf',  hi jimmy  you can reach out to the facebook business page regarding your unpublished business page issu     ,hi jimmy reach facebook busy pag regard unpubl busy pag issu
21,1232437346055815170,2020-02-25 22:48:55,"b'@AsimisliveF Hi there. For assistance with a disabled account, please visit our Help Center for more information:\xe2\x80\xa6 https://t.co/Ypl03obNh6'",  hi there  for assistance with a disabled account  please visit our help center for more information      ,hi assist dis account pleas visit help cent inform
22,1232433846664122369,2020-02-25 22:35:01,b'@Indians4_CAA Hi Abhishek. Please check and see if you have the latest version of the app downloaded to your device\xe2\x80\xa6 https://t.co/TLVELz6H7E',  hi abhishek  please check and see if you have the latest version of the app downloaded to your device     ,hi abhishek pleas check see latest vert ap download dev
23,1232433592917086209,2020-02-25 22:34:00,b'@O6caOvkXDS1MFnF Hi there. We understand your frustration. You can find additional support for a disabled account h\xe2\x80\xa6 https://t.co/Zbaq8Oe8mh',  hi there  we understand your frustration  you can find additional support for a disabled account h     ,hi understand frust find addit support dis account
24,1232432709386915840,2020-02-25 22:30:30,"b'@mamtmahala2222 Hi there. If you think your account has been hacked or taken over, you can visit this Page to secur\xe2\x80\xa6 https://t.co/kRxu8VGEhW'",  hi there  if you think your account has been hacked or taken over  you can visit this page to secur     ,hi think account hack tak visit pag sec
25,1232430729763618823,2020-02-25 22:22:38,"b'@WylieFelicia Hi there. If you believe your account was taken over by someone else, please secure it here: https://t.co/wNjZxrVOkP. -DT'",  hi there  if you believe your account was taken over by someone else  please secure it here     dt,hi believ account tak someon els pleas sec dt
26,1232419299333042176,2020-02-25 21:37:12,b'RT @oculus: Welcoming @SanzaruGames to @facebook \xf0\x9f\x91\x8b\xf0\x9f\x90\xb5 // https://t.co/PIfQX7vFpO https://t.co/sqjzmUS6qw',rt    welcoming   to                  ,rt welcom
27,1232022512118136832,2020-02-24 19:20:31,b'@molashxxiii Hi there. Please have your sister-in-law secure her Facebook account here: https://t.co/rkFYeXP0kz. Yo\xe2\x80\xa6 https://t.co/iQB0LUra0k',  hi there  please have your sister in law secure her facebook account here    yo     ,hi pleas sist law sec facebook account yo
28,1231983507238477824,2020-02-24 16:45:31,b'@nadrkanaKoza Hi there. We first recommend updating to the latest version of the app. If your notifications still a\xe2\x80\xa6 https://t.co/q6DJ8VUOVp',  hi there  we first recommend updating to the latest version of the app  if your notifications still a     ,hi first recommend upd latest vert ap not stil
29,1231982659712278534,2020-02-24 16:42:09,"b""@VinayOli Hi Vinay. If you're having trouble logging into your Facebook account, here are some steps you can try:\xe2\x80\xa6 https://t.co/hYDANu7wHa""",  hi vinay  if you re having trouble logging into your facebook account  here are some steps you can try      ,hi vinay troubl log facebook account step try
30,1231982197214597121,2020-02-24 16:40:19,"b'@dmcki_1102 Hi there. If your account was disabled, you can learn about the next steps to take in our Help Center:\xe2\x80\xa6 https://t.co/Ft7b3Vgv5L'",  hi there  if your account was disabled  you can learn about the next steps to take in our help center      ,hi account dis learn next step tak help cent
31,1231981744183824389,2020-02-24 16:38:31,"b'@ArbiSaiyed Hi Saiyed. If you believe your account was hacked, please secure it here: https://t.co/Ybe9JwOC64. -KN'",  hi saiyed  if you believe your account was hacked  please secure it here     kn,hi saiy believ account hack pleas sec kn
32,1231981672578588674,2020-02-24 16:38:14,"b'@Siddhant5705077 Thanks for reaching out, Siddhant. You can fill out this form to request a review of your disabled\xe2\x80\xa6 https://t.co/AjWwNvbP6z'",  thanks for reaching out  siddhant  you can fill out this form to request a review of your disabled     ,thank reach siddh fil form request review dis
33,1231978118753202177,2020-02-24 16:24:07,b'@Yosantana_ Hi Rene. You can learn how to change your notification settings for birthdays in our Help Center: https://t.co/elN9XBR5QY. -KN',  hi rene  you can learn how to change your notification settings for birthdays in our help center     kn,hi ren learn chang not set birthday help cent kn
34,1231637149948182528,2020-02-23 17:49:13,b'@raoz_of_india Hi there. You can reach out to the Facebook Business Page regarding recovering your Facebook Page:\xe2\x80\xa6 https://t.co/JDLkJTgv7m',  hi there  you can reach out to the facebook business page regarding recovering your facebook page      ,hi reach facebook busy pag regard recov facebook pag
35,1231637021644513280,2020-02-23 17:48:43,"b'@R0gerwitt Hi there. For additional information and support regarding a disabled account, please visit our Help Cen\xe2\x80\xa6 https://t.co/z5rmig6Jgi'",  hi there  for additional information and support regarding a disabled account  please visit our help cen     ,hi addit inform support regard dis account pleas visit help cen
36,1231636964044156928,2020-02-23 17:48:29,"b""@priyankashri281 Hi there. If someone created a Facebook account that's pretending to be you or someone you know, p\xe2\x80\xa6 https://t.co/Jac60YPA9R""",  hi there  if someone created a facebook account that s pretending to be you or someone you know  p     ,hi someon cre facebook account pretend someon know
37,1231636843755642882,2020-02-23 17:48:00,"b'@madd_russ Hi Madison. If you\xe2\x80\x99d like to update your notification settings, you can do so by following these steps:\xe2\x80\xa6 https://t.co/3tHgvVUwWd'",  hi madison  if you    like to update your notification settings  you can do so by following these steps      ,hi madison lik upd not set follow step
38,1231636713459605506,2020-02-23 17:47:29,b'@deepak_gupta639 Hi there. We understand your frustration. You can find additional support for a disabled account h\xe2\x80\xa6 https://t.co/51YZIqRzqf',  hi there  we understand your frustration  you can find additional support for a disabled account h     ,hi understand frust find addit support dis account
39,1230978950056304644,2020-02-21 22:13:46,b'@audrarunge Hi Audra. You can reach out to the Facebook Business Page for help here: https://t.co/c5xEoogInH. -KY',  hi audra  you can reach out to the facebook business page for help here     ky,hi audr reach facebook busy pag help ky
40,1230948409965715458,2020-02-21 20:12:25,"b'@dawnmidg Hi there. If you believe your account was taken over by someone else, please secure it here: https://t.co/siL75XcYGA. -DT'",  hi there  if you believe your account was taken over by someone else  please secure it here     dt,hi believ account tak someon els pleas sec dt
41,1230948044792909825,2020-02-21 20:10:58,"b'@Oside_760_1904 @fb_engineering @Mark_Zuckberg Hi V\xc3\xadctor. If you think your account has been hacked, please visit o\xe2\x80\xa6 https://t.co/MCExFDdsnP'",      hi v    if you think your account has been hacked  please visit o     ,hi think account hack pleas visit
42,1230947862005063680,2020-02-21 20:10:14,"b'@HelenaM31650158 We understand your frustration, Helena. You can find additional support for a hacked account here:\xe2\x80\xa6 https://t.co/YV0ATRyDSQ'",  we understand your frustration  helena  you can find additional support for a hacked account here      ,understand frust helen find addit support hack account
43,1230945945812185090,2020-02-21 20:02:38,"b'@judygoyette63 Hi Judy. If your account was disabled, you can find additional support through our Help Center: https://t.co/B6OPBHNRwp. -CF'",  hi judy  if your account was disabled  you can find additional support through our help center     cf,hi judy account dis find addit support help cent cf
44,1230945608271355905,2020-02-21 20:01:17,b'@JAYMORE1212 Hi Jay. You can find additional support for a hacked account here: https://t.co/EVgE0ISUWo. -CF',  hi jay  you can find additional support for a hacked account here     cf,hi jay find addit support hack account cf
45,1230945379002306562,2020-02-21 20:00:22,"b'@jovellacno2 We appreciate you reaching out. To learn how to recover a disabled account, please visit this Help Cen\xe2\x80\xa6 https://t.co/C5Jt5uzKNO'",  we appreciate you reaching out  to learn how to recover a disabled account  please visit this help cen     ,apprecy reach learn recov dis account pleas visit help cen
46,1230945043302821888,2020-02-21 19:59:02,b'@LucyWhittakerUK Hi Lucy. You can find additional support for a hacked account through our Help Center: https://t.co/DLYiuR8Vpv. -CF',  hi lucy  you can find additional support for a hacked account through our help center     cf,hi lucy find addit support hack account help cent cf
47,1230944677710397442,2020-02-21 19:57:35,"b'@SuhasChaugule Thanks for reaching out, Suhas. You can learn how to change the date of your life event in our Help\xe2\x80\xa6 https://t.co/MpJNiHiCni'",  thanks for reaching out  suhas  you can learn how to change the date of your life event in our help     ,thank reach suha learn chang dat lif ev help
48,1230173334484074496,2020-02-19 16:52:33,"b'@4ur3liad ""What is on the other side is never guaranteed, but we dare our dreams nonetheless"" - Victor Ekpuk (\xe2\x80\xa6 https://t.co/RWumXBc6Vr'",   what is on the other side is never guaranteed  but we dare our dreams nonetheless    victor ekpuk       ,sid nev guarantee dar dream nonetheless vict ekpuk
49,1228387633719435265,2020-02-14 18:36:48,"b""Adam (@adslawrence), Anna and their cats first met in the comments section of the 'This Cat is CHONKY' Facebook gro\xe2\x80\xa6 https://t.co/A8PCOsYVTF""",adam      anna and their cats first met in the comments section of the  this cat is chonky  facebook gro     ,adam ann cat first meet com sect cat chonky facebook gro
50,1227661589009948672,2020-02-12 18:31:46,b'\xf0\x9f\x99\x8c\xf0\x9f\x8c\x8f https://t.co/B0DjQt8lX3',          ,
51,1227632093263351808,2020-02-12 16:34:33,"b'@4ur3liad ""My work is inspired by the intimate experiences of friendship, self love and soul searching. I portray s\xe2\x80\xa6 https://t.co/scso0RSUwS'",   my work is inspired by the intimate experiences of friendship  self love and soul searching  i portray s     ,work inspir intim expery friend self lov soul search portray
52,1227282354848190465,2020-02-11 17:24:49,"b'RT @UNICEF: You asked. We got you answers.\n\nThis #SaferInternetDay, we\xe2\x80\x99ve brought together cyberbullying and child protection experts and t\xe2\x80\xa6'",rt    you asked  we got you answers       we    brought together cyberbullying and child protection experts and t   ,rt ask get answ bring togeth cyberb child protect expert
53,1225959837709697025,2020-02-08 01:49:37,b'Some of our corporate social accounts were briefly hacked but we have secured and restored access',some of our corporate social accounts were briefly hacked but we have secured and restored access,corp soc account brief hack sec rest access
54,1225910432420057095,2020-02-07 22:33:18,"b'@m_gutierrez13 Hi Mike. If you think your account has been hacked or taken over, you can visit this page to secure\xe2\x80\xa6 https://t.co/Amt86JZA6H'",  hi mike  if you think your account has been hacked or taken over  you can visit this page to secure     ,hi mik think account hack tak visit pag sec
55,1225907895876902914,2020-02-07 22:23:13,"b'@princemishra333 Hi there. We understand your concern. For additional support with a disabled account, please visit\xe2\x80\xa6 https://t.co/a4BoLifMTv'",  hi there  we understand your concern  for additional support with a disabled account  please visit     ,hi understand concern addit support dis account pleas visit
56,1225907568083640320,2020-02-07 22:21:55,"b'@thisisjmx We understand your concern James. For additional support with a disabled account, please visit our Help\xe2\x80\xa6 https://t.co/K6UqScqXnR'",  we understand your concern james  for additional support with a disabled account  please visit our help     ,understand concern jam addit support dis account pleas visit help
57,1225906823129128967,2020-02-07 22:18:57,b'@dstvguy Hi there. You can learn how to request a new verification code by visiting our Help Center here: https://t.co/7xm04kUKWw. -AM',  hi there  you can learn how to request a new verification code by visiting our help center here     am,hi learn request new ver cod visit help cent
58,1225845457512882176,2020-02-07 18:15:06,"b""How Women's Wheelchair Motocross World Champion Lily Rice (@lilyrice_wcmx) started her journey in WCMX: a used whee\xe2\x80\xa6 https://t.co/NSnQ5inggz""",how women s wheelchair motocross world champion lily rice     started her journey in wcmx  a used whee     ,wom wheelchair motocross world champ lily ric start journey wcmx us whe
59,1225571623627083777,2020-02-07 00:06:59,"b'@hopeseleto Hi there. If you believe your account was taken over by someone else, please secure it here: https://t.co/N3cbAj8ypZ. -AM'",  hi there  if you believe your account was taken over by someone else  please secure it here     am,hi believ account tak someon els pleas sec
60,1225545736651145223,2020-02-06 22:24:07,"b'@Elissa_Maple Hi Elissa. For help with a hacked account, please visit our Help Center here: https://t.co/6JTKO4XFWo. -KY'",  hi elissa  for help with a hacked account  please visit our help center here     ky,hi eliss help hack account pleas visit help cent ky
61,1225484651113910284,2020-02-06 18:21:23,b'@elmo3907 Hi Amanda. Unfortunately disabling comments on your posts is not currently available. We welcome you to s\xe2\x80\xa6 https://t.co/QIk2a9u8QY',  hi amanda  unfortunately disabling comments on your posts is not currently available  we welcome you to s     ,hi amand unfortun dis com post cur avail welcom
62,1225483245254561792,2020-02-06 18:15:48,"b'@AshleyG55637923 Hi Ashley. If you think your account has been disabled, please visit our Help Center for more info\xe2\x80\xa6 https://t.co/In9ikSEsgM'",  hi ashley  if you think your account has been disabled  please visit our help center for more info     ,hi ashley think account dis pleas visit help cent info
63,1225151705563578369,2020-02-05 20:18:23,"b'Featured this month in our offices across the world, Aur\xc3\xa9lia Durand (@4ur3liad) describes her work as creating \xe2\x80\x9cthe\xe2\x80\xa6 https://t.co/9vatfPCyjq'",featured this month in our offices across the world  aur   durand     describes her work as creating         ,feat mon off across world aur durand describ work cre
64,1225117948471320577,2020-02-05 18:04:15,"b""@TheMightyBrain Hi there. You can learn how to report an account that's pretending to be someone you know in our He\xe2\x80\xa6 https://t.co/sRHQthBPdc""",  hi there  you can learn how to report an account that s pretending to be someone you know in our he     ,hi learn report account pretend someon know
65,1225117696049676290,2020-02-05 18:03:14,"b'@ELOCHUKWU33 Hi there. If you think your account has been hacked, we can help you secure it. Learn more in our Help\xe2\x80\xa6 https://t.co/E0TNctrfRR'",  hi there  if you think your account has been hacked  we can help you secure it  learn more in our help     ,hi think account hack help sec learn help
66,1225117639648993280,2020-02-05 18:03:01,"b'@gufranba Hi Mohd. If you think your account has been disabled, please visit our Help Center for more information:\xe2\x80\xa6 https://t.co/yFSLzEcXNc'",  hi mohd  if you think your account has been disabled  please visit our help center for more information      ,hi mohd think account dis pleas visit help cent inform
67,1225116889359224835,2020-02-05 18:00:02,"b'@sjpnetwork Hi there. To learn how to recover your account if do not have access to your phone number or email, ple\xe2\x80\xa6 https://t.co/qkwugT8dLf'",  hi there  to learn how to recover your account if do not have access to your phone number or email  ple     ,hi learn recov account access phon numb email ple
68,1225116721675231235,2020-02-05 17:59:22,b'@iMayankKushwaha Hi Mayank. Your friend can learn how to recover her account if she does not have access to her pho\xe2\x80\xa6 https://t.co/xKIy2AnHSQ',  hi mayank  your friend can learn how to recover her account if she does not have access to her pho     ,hi mayank friend learn recov account access pho
69,1225116609649565696,2020-02-05 17:58:55,b'@AN_R_GEDN Hi Anna. Please reach out to the Facebook Business Page regarding these charges here: https://t.co/vaJx38DYhZ. -AJ',  hi anna  please reach out to the facebook business page regarding these charges here     aj,hi ann pleas reach facebook busy pag regard charg aj
70,1225116021855543296,2020-02-05 17:56:35,"b'@_Thaodan Hi there. If your URL is blocked, you can try running your website through our debugger here: https://t.co/6IpZfgYP1t. -AJ'",  hi there  if your url is blocked  you can try running your website through our debugger here     aj,hi url block try run websit debug aj
71,1225115923037683714,2020-02-05 17:56:12,"b'@Capronx13 Hi there. If your account has been hacked, you can visit our Help Center to secure it: https://t.co/I5VzC4zQNr. -AJ'",  hi there  if your account has been hacked  you can visit our help center to secure it     aj,hi account hack visit help cent sec aj
72,1225115757555699712,2020-02-05 17:55:32,b'@ShreyasiINC Hi Shreyasi. To learn how to recover your account if you do not have access to your phone number or em\xe2\x80\xa6 https://t.co/cEHR3RXxsF',  hi shreyasi  to learn how to recover your account if you do not have access to your phone number or em     ,hi shreyasi learn recov account access phon numb em
73,1225115443909754892,2020-02-05 17:54:18,"b'@piyushnnp Hi there. If you see content on Facebook that goes against our Community Standards, use the ""Find Suppor\xe2\x80\xa6 https://t.co/J3F5nE0WYt'",  hi there  if you see content on facebook that goes against our community standards  use the  find suppor     ,hi see cont facebook goe commun standard us find sup
74,1224837866586607616,2020-02-04 23:31:18,b'@wael9911 Hi there. You can find additional support for a disabled account here: https://t.co/Yh5rUA2wWz. -KY',  hi there  you can find additional support for a disabled account here     ky,hi find addit support dis account ky
75,1224837767051599872,2020-02-04 23:30:54,"b'@kcmorrynu1 Hi there. If you believe your account was taken over by someone else, please secure it here: https://t.co/NYeVivJYMf. -AM'",  hi there  if you believe your account was taken over by someone else  please secure it here     am,hi believ account tak someon els pleas sec
76,1224837641369276416,2020-02-04 23:30:24,"b""@tanyuska9 Hi there. If you're having trouble receiving a code to verify your account, you can request a new one. L\xe2\x80\xa6 https://t.co/VUv9Yab7Ju""",  hi there  if you re having trouble receiving a code to verify your account  you can request a new one  l     ,hi troubl receiv cod ver account request new on
77,1224767166584504320,2020-02-04 18:50:22,b'Rolling out new updates to @Messenger Kids today to give parents more control. Check the details \xf0\x9f\x91\x87 https://t.co/rlBMXcx1FX',rolling out new updates to   kids today to give parents more control  check the details       ,rol new upd kid today giv par control check detail
78,1224762013907398656,2020-02-04 18:29:53,"b'@lauraamythomas Hi Laura. If you believe your account was taken over by someone else, please secure it here: https://t.co/9BDfGYzWsh. -AM'",  hi laura  if you believe your account was taken over by someone else  please secure it here     am,hi laur believ account tak someon els pleas sec
79,1224761689549262848,2020-02-04 18:28:36,"b'@ashleyismynameo Hi Ashley. We understand your concerns. For additional support with a disabled account, please vis\xe2\x80\xa6 https://t.co/SIJ3q1RQk6'",  hi ashley  we understand your concerns  for additional support with a disabled account  please vis     ,hi ashley understand concern addit support dis account pleas vis
80,1224761311252357121,2020-02-04 18:27:06,"b""@DaDeceptive0ne Hi there. Please visit the Facebook Business Page for additional support with the errors you're exp\xe2\x80\xa6 https://t.co/EHBlrpdjdn""",  hi there  please visit the facebook business page for additional support with the errors you re exp     ,hi pleas visit facebook busy pag addit support er exp
81,1224760886503661571,2020-02-04 18:25:24,b'@oscarsadie1 Hi Craig. Please visit the Facebook for Business Facebook Page for support with your security issue:\xe2\x80\xa6 https://t.co/xeLKhtNTTK',  hi craig  please visit the facebook for business facebook page for support with your security issue      ,hi craig pleas visit facebook busy facebook pag support sec issu
82,1224717368787718144,2020-02-04 15:32:29,"b""@Q1999 Thanks for reaching out, Henri. Please fill out this Help Center form to report that you're receiving Facebo\xe2\x80\xa6 https://t.co/d3lJPImPOa""",  thanks for reaching out  henri  please fill out this help center form to report that you re receiving facebo     ,thank reach henr pleas fil help cent form report receiv facebo
83,1224717064658616320,2020-02-04 15:31:17,"b""@MaxiMigdal Hi Maxi. You can reach out to the Facebook Business Page regarding what you're experiencing when you tr\xe2\x80\xa6 https://t.co/FvfqqwaG1I""",  hi maxi  you can reach out to the facebook business page regarding what you re experiencing when you tr     ,hi max reach facebook busy pag regard expery tr
84,1224716826237685760,2020-02-04 15:30:20,b'@vijaydubey361 Hi Vijay. You can learn about why you may have been blocked from a feature and how to avoid future b\xe2\x80\xa6 https://t.co/yCqEZYknaH',  hi vijay  you can learn about why you may have been blocked from a feature and how to avoid future b     ,hi vijay learn may block feat avoid fut
85,1224716780767268866,2020-02-04 15:30:09,"b""@Anthonydrury7 Hi Anthony. We first recommend updating to the latest version of the app. If it's still not loading\xe2\x80\xa6 https://t.co/Fn2JYOAUWu""",  hi anthony  we first recommend updating to the latest version of the app  if it s still not loading     ,hi anthony first recommend upd latest vert ap stil load
86,1224716707538898945,2020-02-04 15:29:51,"b""@Syxnrgy Hi there. If you think your grandparent's Facebook account was hacked, learn about the next steps to take\xe2\x80\xa6 https://t.co/r230zS9Vm8""",  hi there  if you think your grandparent s facebook account was hacked  learn about the next steps to take     ,hi think grandp facebook account hack learn next step tak
87,1224715058988703746,2020-02-04 15:23:18,"b""@cruzerwin126 Hi there. If you're looking for help with your Facebook account, you can visit our Help Center: https://t.co/ZzZ97ztICx. -KN""",  hi there  if you re looking for help with your facebook account  you can visit our help center     kn,hi look help facebook account visit help cent kn
88,1224714728645242885,2020-02-04 15:22:00,b'@Terransart Hi Terran. Thank you for reaching out. Please visit this Help Center article for further assistance wit\xe2\x80\xa6 https://t.co/6jJvU7RwQW',  hi terran  thank you for reaching out  please visit this help center article for further assistance wit     ,hi ter thank reach pleas visit help cent artic assist wit
89,1224712263120179201,2020-02-04 15:12:12,"b'@SyCjam Hi there. We understand your concern. For additional support with a disabled account, please visit our Help\xe2\x80\xa6 https://t.co/XqNfx0yWBy'",  hi there  we understand your concern  for additional support with a disabled account  please visit our help     ,hi understand concern addit support dis account pleas visit help
90,1224487470949183488,2020-02-04 00:18:57,"b""@Don_Svetlio Hi there. If you're having trouble receiving a code to verify your account, you can request a new one\xe2\x80\xa6 https://t.co/WXkgrOkCQX""",  hi there  if you re having trouble receiving a code to verify your account  you can request a new one     ,hi troubl receiv cod ver account request new on
91,1224487170754404354,2020-02-04 00:17:46,"b'@nottsurre Hi there. For additional support with a disabled account, please visit our Help Center: https://t.co/aoI1wri7iC. -AJ'",  hi there  for additional support with a disabled account  please visit our help center     aj,hi addit support dis account pleas visit help cent aj
92,1224487040366120960,2020-02-04 00:17:14,"b'@Rakesh38227147 Hi Rakesh. If you think your account has been disabled, please visit our Help Center for more infor\xe2\x80\xa6 https://t.co/Tqn6D0MTb1'",  hi rakesh  if you think your account has been disabled  please visit our help center for more infor     ,hi rakesh think account dis pleas visit help cent inf
93,1224485539933511680,2020-02-04 00:11:17,b'@PrintmePretty1 Hi there. Please visit the Facebook Business Page for assistance with your ad account here: https://t.co/PBo8c4SIPH. -AJ',  hi there  please visit the facebook business page for assistance with your ad account here     aj,hi pleas visit facebook busy pag assist ad account aj
94,1224485314078629893,2020-02-04 00:10:23,"b'@JosephDanju Hi Joseph. For additional support with a disabled account, please visit our Help Center: https://t.co/RyDVhox9zt. -AJ'",  hi joseph  for additional support with a disabled account  please visit our help center     aj,hi joseph addit support dis account pleas visit help cent aj
95,1224483240959934465,2020-02-04 00:02:09,"b'@SisBoomTweet Hi Trevor. If your website is blocked, please use our website debugger: https://t.co/fzHEbTmAFm.  -GD'",  hi trevor  if your website is blocked  please use our website debugger      gd,hi trev websit block pleas us websit debug gd
96,1224479833519984641,2020-02-03 23:48:36,"b""@katie_monstah Hi there. Reports from people on Facebook help us identify and fix problems when something's not wor\xe2\x80\xa6 https://t.co/28DzMOBST7""",  hi there  reports from people on facebook help us identify and fix problems when something s not wor     ,hi report peopl facebook help us ident fix problem someth wor
97,1224479301665533953,2020-02-03 23:46:29,b'@VoyC74656 Hi Dwayne. You can fill out this Help Center form to share your feedback with the team: https://t.co/f6eEDP9HXw. -KN',  hi dwayne  you can fill out this help center form to share your feedback with the team     kn,hi dwayn fil help cent form shar feedback team kn
98,1224479025588064258,2020-02-03 23:45:24,"b""@pixarfreak Hi Rachel. If you're having trouble logging into your Facebook account, here are some steps you can try\xe2\x80\xa6 https://t.co/OOsHfy7VeV""",  hi rachel  if you re having trouble logging into your facebook account  here are some steps you can try     ,hi rachel troubl log facebook account step try
