,id,created_at,text
17,1232437833505239040,2020-02-25 22:50:51,b'@JStavole Hi Joe. We first recommend updating to the newest version of the app or using a different browser. If you\xe2\x80\xa6 https://t.co/9eWccsGbhA'
18,1232437765872046081,2020-02-25 22:50:35,"b'@kyLe_pareDes101 Hi there. We hear your frustration, and understand your concern. You can find assistance with reco\xe2\x80\xa6 https://t.co/evGLSSeh6d'"
19,1232437472535007233,2020-02-25 22:49:25,"b'@elenadazlen Hi Elena. For additional support with a disabled account, please visit our Help Center: https://t.co/FScfJZe1kP. -GD'"
20,1232437413957341184,2020-02-25 22:49:11,b'@JCsellsATL Hi Jimmy. You can reach out to the Facebook Business Page regarding your unpublished Business Page issu\xe2\x80\xa6 https://t.co/HGdJDrROkf'
21,1232437346055815170,2020-02-25 22:48:55,"b'@AsimisliveF Hi there. For assistance with a disabled account, please visit our Help Center for more information:\xe2\x80\xa6 https://t.co/Ypl03obNh6'"
22,1232433846664122369,2020-02-25 22:35:01,b'@Indians4_CAA Hi Abhishek. Please check and see if you have the latest version of the app downloaded to your device\xe2\x80\xa6 https://t.co/TLVELz6H7E'
23,1232433592917086209,2020-02-25 22:34:00,b'@O6caOvkXDS1MFnF Hi there. We understand your frustration. You can find additional support for a disabled account h\xe2\x80\xa6 https://t.co/Zbaq8Oe8mh'
24,1232432709386915840,2020-02-25 22:30:30,"b'@mamtmahala2222 Hi there. If you think your account has been hacked or taken over, you can visit this Page to secur\xe2\x80\xa6 https://t.co/kRxu8VGEhW'"
25,1232430729763618823,2020-02-25 22:22:38,"b'@WylieFelicia Hi there. If you believe your account was taken over by someone else, please secure it here: https://t.co/wNjZxrVOkP. -DT'"
26,1232419299333042176,2020-02-25 21:37:12,b'RT @oculus: Welcoming @SanzaruGames to @facebook \xf0\x9f\x91\x8b\xf0\x9f\x90\xb5 // https://t.co/PIfQX7vFpO https://t.co/sqjzmUS6qw'
27,1232022512118136832,2020-02-24 19:20:31,b'@molashxxiii Hi there. Please have your sister-in-law secure her Facebook account here: https://t.co/rkFYeXP0kz. Yo\xe2\x80\xa6 https://t.co/iQB0LUra0k'
28,1231983507238477824,2020-02-24 16:45:31,b'@nadrkanaKoza Hi there. We first recommend updating to the latest version of the app. If your notifications still a\xe2\x80\xa6 https://t.co/q6DJ8VUOVp'
29,1231982659712278534,2020-02-24 16:42:09,"b""@VinayOli Hi Vinay. If you're having trouble logging into your Facebook account, here are some steps you can try:\xe2\x80\xa6 https://t.co/hYDANu7wHa"""
30,1231982197214597121,2020-02-24 16:40:19,"b'@dmcki_1102 Hi there. If your account was disabled, you can learn about the next steps to take in our Help Center:\xe2\x80\xa6 https://t.co/Ft7b3Vgv5L'"
31,1231981744183824389,2020-02-24 16:38:31,"b'@ArbiSaiyed Hi Saiyed. If you believe your account was hacked, please secure it here: https://t.co/Ybe9JwOC64. -KN'"
32,1231981672578588674,2020-02-24 16:38:14,"b'@Siddhant5705077 Thanks for reaching out, Siddhant. You can fill out this form to request a review of your disabled\xe2\x80\xa6 https://t.co/AjWwNvbP6z'"
33,1231978118753202177,2020-02-24 16:24:07,b'@Yosantana_ Hi Rene. You can learn how to change your notification settings for birthdays in our Help Center: https://t.co/elN9XBR5QY. -KN'
34,1231637149948182528,2020-02-23 17:49:13,b'@raoz_of_india Hi there. You can reach out to the Facebook Business Page regarding recovering your Facebook Page:\xe2\x80\xa6 https://t.co/JDLkJTgv7m'
35,1231637021644513280,2020-02-23 17:48:43,"b'@R0gerwitt Hi there. For additional information and support regarding a disabled account, please visit our Help Cen\xe2\x80\xa6 https://t.co/z5rmig6Jgi'"
36,1231636964044156928,2020-02-23 17:48:29,"b""@priyankashri281 Hi there. If someone created a Facebook account that's pretending to be you or someone you know, p\xe2\x80\xa6 https://t.co/Jac60YPA9R"""
37,1231636843755642882,2020-02-23 17:48:00,"b'@madd_russ Hi Madison. If you\xe2\x80\x99d like to update your notification settings, you can do so by following these steps:\xe2\x80\xa6 https://t.co/3tHgvVUwWd'"
38,1231636713459605506,2020-02-23 17:47:29,b'@deepak_gupta639 Hi there. We understand your frustration. You can find additional support for a disabled account h\xe2\x80\xa6 https://t.co/51YZIqRzqf'
39,1230978950056304644,2020-02-21 22:13:46,b'@audrarunge Hi Audra. You can reach out to the Facebook Business Page for help here: https://t.co/c5xEoogInH. -KY'
40,1230948409965715458,2020-02-21 20:12:25,"b'@dawnmidg Hi there. If you believe your account was taken over by someone else, please secure it here: https://t.co/siL75XcYGA. -DT'"
41,1230948044792909825,2020-02-21 20:10:58,"b'@Oside_760_1904 @fb_engineering @Mark_Zuckberg Hi V\xc3\xadctor. If you think your account has been hacked, please visit o\xe2\x80\xa6 https://t.co/MCExFDdsnP'"
42,1230947862005063680,2020-02-21 20:10:14,"b'@HelenaM31650158 We understand your frustration, Helena. You can find additional support for a hacked account here:\xe2\x80\xa6 https://t.co/YV0ATRyDSQ'"
43,1230945945812185090,2020-02-21 20:02:38,"b'@judygoyette63 Hi Judy. If your account was disabled, you can find additional support through our Help Center: https://t.co/B6OPBHNRwp. -CF'"
44,1230945608271355905,2020-02-21 20:01:17,b'@JAYMORE1212 Hi Jay. You can find additional support for a hacked account here: https://t.co/EVgE0ISUWo. -CF'
45,1230945379002306562,2020-02-21 20:00:22,"b'@jovellacno2 We appreciate you reaching out. To learn how to recover a disabled account, please visit this Help Cen\xe2\x80\xa6 https://t.co/C5Jt5uzKNO'"
46,1230945043302821888,2020-02-21 19:59:02,b'@LucyWhittakerUK Hi Lucy. You can find additional support for a hacked account through our Help Center: https://t.co/DLYiuR8Vpv. -CF'
47,1230944677710397442,2020-02-21 19:57:35,"b'@SuhasChaugule Thanks for reaching out, Suhas. You can learn how to change the date of your life event in our Help\xe2\x80\xa6 https://t.co/MpJNiHiCni'"
48,1230173334484074496,2020-02-19 16:52:33,"b'@4ur3liad ""What is on the other side is never guaranteed, but we dare our dreams nonetheless"" - Victor Ekpuk (\xe2\x80\xa6 https://t.co/RWumXBc6Vr'"
49,1228387633719435265,2020-02-14 18:36:48,"b""Adam (@adslawrence), Anna and their cats first met in the comments section of the 'This Cat is CHONKY' Facebook gro\xe2\x80\xa6 https://t.co/A8PCOsYVTF"""
50,1227661589009948672,2020-02-12 18:31:46,b'\xf0\x9f\x99\x8c\xf0\x9f\x8c\x8f https://t.co/B0DjQt8lX3'
51,1227632093263351808,2020-02-12 16:34:33,"b'@4ur3liad ""My work is inspired by the intimate experiences of friendship, self love and soul searching. I portray s\xe2\x80\xa6 https://t.co/scso0RSUwS'"
52,1227282354848190465,2020-02-11 17:24:49,"b'RT @UNICEF: You asked. We got you answers.\n\nThis #SaferInternetDay, we\xe2\x80\x99ve brought together cyberbullying and child protection experts and t\xe2\x80\xa6'"
53,1225959837709697025,2020-02-08 01:49:37,b'Some of our corporate social accounts were briefly hacked but we have secured and restored access'
54,1225910432420057095,2020-02-07 22:33:18,"b'@m_gutierrez13 Hi Mike. If you think your account has been hacked or taken over, you can visit this page to secure\xe2\x80\xa6 https://t.co/Amt86JZA6H'"
55,1225907895876902914,2020-02-07 22:23:13,"b'@princemishra333 Hi there. We understand your concern. For additional support with a disabled account, please visit\xe2\x80\xa6 https://t.co/a4BoLifMTv'"
56,1225907568083640320,2020-02-07 22:21:55,"b'@thisisjmx We understand your concern James. For additional support with a disabled account, please visit our Help\xe2\x80\xa6 https://t.co/K6UqScqXnR'"
57,1225906823129128967,2020-02-07 22:18:57,b'@dstvguy Hi there. You can learn how to request a new verification code by visiting our Help Center here: https://t.co/7xm04kUKWw. -AM'
58,1225845457512882176,2020-02-07 18:15:06,"b""How Women's Wheelchair Motocross World Champion Lily Rice (@lilyrice_wcmx) started her journey in WCMX: a used whee\xe2\x80\xa6 https://t.co/NSnQ5inggz"""
59,1225571623627083777,2020-02-07 00:06:59,"b'@hopeseleto Hi there. If you believe your account was taken over by someone else, please secure it here: https://t.co/N3cbAj8ypZ. -AM'"
60,1225545736651145223,2020-02-06 22:24:07,"b'@Elissa_Maple Hi Elissa. For help with a hacked account, please visit our Help Center here: https://t.co/6JTKO4XFWo. -KY'"
61,1225484651113910284,2020-02-06 18:21:23,b'@elmo3907 Hi Amanda. Unfortunately disabling comments on your posts is not currently available. We welcome you to s\xe2\x80\xa6 https://t.co/QIk2a9u8QY'
62,1225483245254561792,2020-02-06 18:15:48,"b'@AshleyG55637923 Hi Ashley. If you think your account has been disabled, please visit our Help Center for more info\xe2\x80\xa6 https://t.co/In9ikSEsgM'"
63,1225151705563578369,2020-02-05 20:18:23,"b'Featured this month in our offices across the world, Aur\xc3\xa9lia Durand (@4ur3liad) describes her work as creating \xe2\x80\x9cthe\xe2\x80\xa6 https://t.co/9vatfPCyjq'"
64,1225117948471320577,2020-02-05 18:04:15,"b""@TheMightyBrain Hi there. You can learn how to report an account that's pretending to be someone you know in our He\xe2\x80\xa6 https://t.co/sRHQthBPdc"""
65,1225117696049676290,2020-02-05 18:03:14,"b'@ELOCHUKWU33 Hi there. If you think your account has been hacked, we can help you secure it. Learn more in our Help\xe2\x80\xa6 https://t.co/E0TNctrfRR'"
66,1225117639648993280,2020-02-05 18:03:01,"b'@gufranba Hi Mohd. If you think your account has been disabled, please visit our Help Center for more information:\xe2\x80\xa6 https://t.co/yFSLzEcXNc'"
67,1225116889359224835,2020-02-05 18:00:02,"b'@sjpnetwork Hi there. To learn how to recover your account if do not have access to your phone number or email, ple\xe2\x80\xa6 https://t.co/qkwugT8dLf'"
68,1225116721675231235,2020-02-05 17:59:22,b'@iMayankKushwaha Hi Mayank. Your friend can learn how to recover her account if she does not have access to her pho\xe2\x80\xa6 https://t.co/xKIy2AnHSQ'
69,1225116609649565696,2020-02-05 17:58:55,b'@AN_R_GEDN Hi Anna. Please reach out to the Facebook Business Page regarding these charges here: https://t.co/vaJx38DYhZ. -AJ'
70,1225116021855543296,2020-02-05 17:56:35,"b'@_Thaodan Hi there. If your URL is blocked, you can try running your website through our debugger here: https://t.co/6IpZfgYP1t. -AJ'"
71,1225115923037683714,2020-02-05 17:56:12,"b'@Capronx13 Hi there. If your account has been hacked, you can visit our Help Center to secure it: https://t.co/I5VzC4zQNr. -AJ'"
72,1225115757555699712,2020-02-05 17:55:32,b'@ShreyasiINC Hi Shreyasi. To learn how to recover your account if you do not have access to your phone number or em\xe2\x80\xa6 https://t.co/cEHR3RXxsF'
73,1225115443909754892,2020-02-05 17:54:18,"b'@piyushnnp Hi there. If you see content on Facebook that goes against our Community Standards, use the ""Find Suppor\xe2\x80\xa6 https://t.co/J3F5nE0WYt'"
74,1224837866586607616,2020-02-04 23:31:18,b'@wael9911 Hi there. You can find additional support for a disabled account here: https://t.co/Yh5rUA2wWz. -KY'
75,1224837767051599872,2020-02-04 23:30:54,"b'@kcmorrynu1 Hi there. If you believe your account was taken over by someone else, please secure it here: https://t.co/NYeVivJYMf. -AM'"
76,1224837641369276416,2020-02-04 23:30:24,"b""@tanyuska9 Hi there. If you're having trouble receiving a code to verify your account, you can request a new one. L\xe2\x80\xa6 https://t.co/VUv9Yab7Ju"""
77,1224767166584504320,2020-02-04 18:50:22,b'Rolling out new updates to @Messenger Kids today to give parents more control. Check the details \xf0\x9f\x91\x87 https://t.co/rlBMXcx1FX'
78,1224762013907398656,2020-02-04 18:29:53,"b'@lauraamythomas Hi Laura. If you believe your account was taken over by someone else, please secure it here: https://t.co/9BDfGYzWsh. -AM'"
79,1224761689549262848,2020-02-04 18:28:36,"b'@ashleyismynameo Hi Ashley. We understand your concerns. For additional support with a disabled account, please vis\xe2\x80\xa6 https://t.co/SIJ3q1RQk6'"
80,1224761311252357121,2020-02-04 18:27:06,"b""@DaDeceptive0ne Hi there. Please visit the Facebook Business Page for additional support with the errors you're exp\xe2\x80\xa6 https://t.co/EHBlrpdjdn"""
81,1224760886503661571,2020-02-04 18:25:24,b'@oscarsadie1 Hi Craig. Please visit the Facebook for Business Facebook Page for support with your security issue:\xe2\x80\xa6 https://t.co/xeLKhtNTTK'
82,1224717368787718144,2020-02-04 15:32:29,"b""@Q1999 Thanks for reaching out, Henri. Please fill out this Help Center form to report that you're receiving Facebo\xe2\x80\xa6 https://t.co/d3lJPImPOa"""
83,1224717064658616320,2020-02-04 15:31:17,"b""@MaxiMigdal Hi Maxi. You can reach out to the Facebook Business Page regarding what you're experiencing when you tr\xe2\x80\xa6 https://t.co/FvfqqwaG1I"""
84,1224716826237685760,2020-02-04 15:30:20,b'@vijaydubey361 Hi Vijay. You can learn about why you may have been blocked from a feature and how to avoid future b\xe2\x80\xa6 https://t.co/yCqEZYknaH'
85,1224716780767268866,2020-02-04 15:30:09,"b""@Anthonydrury7 Hi Anthony. We first recommend updating to the latest version of the app. If it's still not loading\xe2\x80\xa6 https://t.co/Fn2JYOAUWu"""
86,1224716707538898945,2020-02-04 15:29:51,"b""@Syxnrgy Hi there. If you think your grandparent's Facebook account was hacked, learn about the next steps to take\xe2\x80\xa6 https://t.co/r230zS9Vm8"""
87,1224715058988703746,2020-02-04 15:23:18,"b""@cruzerwin126 Hi there. If you're looking for help with your Facebook account, you can visit our Help Center: https://t.co/ZzZ97ztICx. -KN"""
88,1224714728645242885,2020-02-04 15:22:00,b'@Terransart Hi Terran. Thank you for reaching out. Please visit this Help Center article for further assistance wit\xe2\x80\xa6 https://t.co/6jJvU7RwQW'
89,1224712263120179201,2020-02-04 15:12:12,"b'@SyCjam Hi there. We understand your concern. For additional support with a disabled account, please visit our Help\xe2\x80\xa6 https://t.co/XqNfx0yWBy'"
90,1224487470949183488,2020-02-04 00:18:57,"b""@Don_Svetlio Hi there. If you're having trouble receiving a code to verify your account, you can request a new one\xe2\x80\xa6 https://t.co/WXkgrOkCQX"""
91,1224487170754404354,2020-02-04 00:17:46,"b'@nottsurre Hi there. For additional support with a disabled account, please visit our Help Center: https://t.co/aoI1wri7iC. -AJ'"
92,1224487040366120960,2020-02-04 00:17:14,"b'@Rakesh38227147 Hi Rakesh. If you think your account has been disabled, please visit our Help Center for more infor\xe2\x80\xa6 https://t.co/Tqn6D0MTb1'"
93,1224485539933511680,2020-02-04 00:11:17,b'@PrintmePretty1 Hi there. Please visit the Facebook Business Page for assistance with your ad account here: https://t.co/PBo8c4SIPH. -AJ'
94,1224485314078629893,2020-02-04 00:10:23,"b'@JosephDanju Hi Joseph. For additional support with a disabled account, please visit our Help Center: https://t.co/RyDVhox9zt. -AJ'"
95,1224483240959934465,2020-02-04 00:02:09,"b'@SisBoomTweet Hi Trevor. If your website is blocked, please use our website debugger: https://t.co/fzHEbTmAFm.  -GD'"
96,1224479833519984641,2020-02-03 23:48:36,"b""@katie_monstah Hi there. Reports from people on Facebook help us identify and fix problems when something's not wor\xe2\x80\xa6 https://t.co/28DzMOBST7"""
97,1224479301665533953,2020-02-03 23:46:29,b'@VoyC74656 Hi Dwayne. You can fill out this Help Center form to share your feedback with the team: https://t.co/f6eEDP9HXw. -KN'
98,1224479025588064258,2020-02-03 23:45:24,"b""@pixarfreak Hi Rachel. If you're having trouble logging into your Facebook account, here are some steps you can try\xe2\x80\xa6 https://t.co/OOsHfy7VeV"""
99,1224477832463687680,2020-02-03 23:40:39,"b""@DaddyBawa Hi there. If you're being asked to enter a security code but you can\xe2\x80\x99t access your mobile device, learn\xe2\x80\xa6 https://t.co/IZm3msiHAx"""
100,1224477219319435265,2020-02-03 23:38:13,"b""@ConsultMedia Hi Andy. We first recommend updating to the latest version of the app. If you're still not receiving\xe2\x80\xa6 https://t.co/yB87eOfF8Q"""
101,1224477102835142658,2020-02-03 23:37:45,"b""@souravmalik1551 Thanks for reaching out, Sourav. You can learn how to edit your Page's basic information in our He\xe2\x80\xa6 https://t.co/fnKNEpfs9p"""
102,1224476800182640641,2020-02-03 23:36:33,"b'@RohitTi19349539 Hi Rohit. If you think your account has been disabled, please visit our Help Center for more infor\xe2\x80\xa6 https://t.co/ZJ7ycC9ECs'"
103,1224475800411484162,2020-02-03 23:32:35,"b'@TheValetudoCafe Hi there. If you think your Facebook account has been disabled, please visit our Help Center for m\xe2\x80\xa6 https://t.co/XiNr9Y7nnU'"
104,1224475338320891907,2020-02-03 23:30:44,"b'@_SiriusBlaq Hi there. We understand your frustrations. For additional support with a disabled account, please visi\xe2\x80\xa6 https://t.co/s9hOXJbltM'"
105,1224472044773040128,2020-02-03 23:17:39,"b""@chill_butternut Hi Elyse. If you're having trouble receiving a code to verify your account, you can request a new\xe2\x80\xa6 https://t.co/u1liCNRFhi"""
106,1224453621812645890,2020-02-03 22:04:27,"b'@Sam_Schreiber83 Hi Samuel. We understand your concerns. For additional support with a disabled account, please vis\xe2\x80\xa6 https://t.co/4ljqRhH4w2'"
107,1224167219514376192,2020-02-03 03:06:23,b'This rocks! \xf0\x9f\x91\x8f https://t.co/IulSK2ocPA'
108,1224107143055339520,2020-02-02 23:07:40,b'RT @facebookapp: Good luck to both teams. Which side are you on? #GetReadyToRock #MoreTogether https://t.co/CvtwKDmJmU'
109,1222263089955004424,2020-01-28 21:00:03,b'@Ashutos67733734 Hi Ashutosh. We understand your frustration and recommend reaching out to https://t.co/JsjJpkddP4\xe2\x80\xa6 https://t.co/vze146hvet'
110,1222262839487930369,2020-01-28 20:59:04,"b""@markuskoger Hi Markus. You can reach out to the Facebook Business Page regarding what you're experiencing with ads\xe2\x80\xa6 https://t.co/MfBn4AV1Dk"""
111,1222259612126261248,2020-01-28 20:46:14,b'@jovi_lynnn Hi there. Thanks for reaching out. Facebook is not running a contest. You can learn more about how to a\xe2\x80\xa6 https://t.co/s379iHhw3L'
112,1222234606319165442,2020-01-28 19:06:52,"b""@Ashutos67733734 Hi Ashutosh. If you're being asked to enter a security code but can't access your mobile device, l\xe2\x80\xa6 https://t.co/CdW0c1CBsy"""
113,1222234203695276033,2020-01-28 19:05:16,"b'@R1c4rd0R3y3S Hi there. If you no longer have access to your email, here are some steps you can try to get back int\xe2\x80\xa6 https://t.co/4OWQWYYcbl'"
114,1222233963302879233,2020-01-28 19:04:19,"b'@michaeldaniel_j Thanks for reaching out, Mike. You can share your feedback by filling out this Help Center form:\xe2\x80\xa6 https://t.co/IKRpBnPQrZ'"
115,1222233918428061697,2020-01-28 19:04:08,"b""@DaleBowes Hi Dale. You can first try updating to the latest version of the app. If you're still experiencing these\xe2\x80\xa6 https://t.co/tRz4HkgZ4d"""
116,1222233794146598913,2020-01-28 19:03:39,"b""@quirio1983 Hi Federico. If you're having trouble confirming your mobile number, here are some steps you can try:\xe2\x80\xa6 https://t.co/dVF4kekwyf"""
117,1222233290914045952,2020-01-28 19:01:39,b'@Harriett_E_W Hi there. Please visit our Help Center for support with your account: https://t.co/Md9iqKHqag. -KN'
118,1222233216876150784,2020-01-28 19:01:21,"b""@ThatCLeigh Hi Leigh. Please reach out to the Facebook for Business Page regarding your Page's accessibility: https://t.co/QB5rBlCpRv. -KN"""
119,1222233151977787395,2020-01-28 19:01:06,"b'@olajumokegiwa Hi there. If your account has been disabled, please visit our Help Center for more information: https://t.co/3YL5lDYgtB. -KN'"
120,1222232932150104064,2020-01-28 19:00:13,b'@Itzshauni Hi there. You can find additional support for a disabled account here: https://t.co/qYd6BmxYCV. -KY'
121,1222231681832144897,2020-01-28 18:55:15,"b""@LewisMerrin Hi Lewis. It's possible that your account was blocked due to member feedback our team received. We can\xe2\x80\xa6 https://t.co/4sauOLswFM"""
122,1222215517617831936,2020-01-28 17:51:01,b'RT @latimes: Homeless but not friendless: How a Facebook group supports people on the streets https://t.co/T6jFCP4PjE'
123,1221925286553575424,2020-01-27 22:37:45,b'@allysonberger Hi Allyson. We are happy to hear that this issue was resolved! We are always working to improve the\xe2\x80\xa6 https://t.co/YsjB5UQdYR'
124,1221925136166727680,2020-01-27 22:37:09,"b'@63412e1249304e8 Hi Shahrukh. For additional support with a disabled account, please visit our Help Center for more\xe2\x80\xa6 https://t.co/8X3yBGnLoz'"
125,1221906817741213701,2020-01-27 21:24:21,"b'@KatyTweetzz Hi Katy. If you think that your account has been hacked or taken over, you can visit this page to secu\xe2\x80\xa6 https://t.co/FAK8QjVLRe'"
126,1221906765975052294,2020-01-27 21:24:09,b'@gracebruce Hi there. You can reach out to the Facebook Business Page regarding your hacked Page here: https://t.co/y1HSYj7HVS. -KY'
127,1221906692201500673,2020-01-27 21:23:52,b'@AhmedBahaa_8 Hi Ahmad. You can learn how to request a new verification code by visiting this Help Center Article:\xe2\x80\xa6 https://t.co/dknH3dwkZ0'
128,1221906635901362180,2020-01-27 21:23:38,b'@akuma2004 Hi James. You can learn how to regain access to your account by visiting this Help Center Article: https://t.co/DoMnuzy2nq. -GD'
129,1221905090346475524,2020-01-27 21:17:30,b'@kwakuzee Hi Kwaku. You can learn how to change your notification settings here: https://t.co/z2ggZjzhHF. -KY'
130,1221904755712196608,2020-01-27 21:16:10,b'@magpikliz Hi there. You can find additional support for a disabled account here: https://t.co/mR1d8w6Qdu. -KY'
131,1221904659155161088,2020-01-27 21:15:47,b'@hilary_frambes Hi there. You can reach out to the Facebook Business Page regarding the the name of your Page here:\xe2\x80\xa6 https://t.co/F7f9L1GSuI'
132,1221904570030399491,2020-01-27 21:15:26,b'@kabeertweets Hi Kabeer. You can find additional support for a hacked account here: https://t.co/IBg7zH5Ivb. -KY'
133,1221903558007758848,2020-01-27 21:11:24,"b'@JoeyStanford4 We understand your frustration, Joey. You can find additional support for a disabled account here:\xe2\x80\xa6 https://t.co/6eneQdpXGi'"
134,1221903496238305280,2020-01-27 21:11:10,b'@sapnasappuu Hi there. You can reach out to the Facebook Business Page regarding a hacked Page here: https://t.co/8hGmOwifbE. -KY'
135,1221902157374423045,2020-01-27 21:05:50,"b""@fukanelli Thank you for letting us know what you're experiencing, Jonathan. You can report any Facebook advertiser\xe2\x80\xa6 https://t.co/YbGCSUz0bs"""
136,1221902102911430657,2020-01-27 21:05:37,b'@visnit25 Thank you for letting us know what you have experienced. You can report a seller on Marketplace here: https://t.co/jsoJBujnY5. -KY'
137,1221902003888185350,2020-01-27 21:05:14,"b'@wlfd165 Hi Seth. If your URL is blocked, you can try to find the issue by running your website through our debugge\xe2\x80\xa6 https://t.co/d8ojns9Mbb'"
138,1221901958908432386,2020-01-27 21:05:03,"b'@Steven_2365 Hi Steven. If you see something on Facebook that goes against our policies, you can report it to us he\xe2\x80\xa6 https://t.co/e7mRtVodJe'"
139,1221901662232686593,2020-01-27 21:03:52,"b'@Tonygists1 Hi there. If your URL is blocked, you can try to find the issue by running your website through our deb\xe2\x80\xa6 https://t.co/IDVGRQMoKk'"
140,1221840828739522562,2020-01-27 17:02:08,b'@namadunes_ Hi there. You can only deactivate Messenger if you previously deactivated your Facebook account. Learn\xe2\x80\xa6 https://t.co/213lwo80wh'
141,1221840724720832513,2020-01-27 17:01:44,"b""@JeccaDee Thanks for reaching out, Jess. Keep in mind that you'll need to be an admin to manage roles for your Page\xe2\x80\xa6 https://t.co/tHX49nmxet"""
142,1221840580352847873,2020-01-27 17:01:09,"b'@PrinceAltruist Hi there. If you think your account has been hacked, please secure it here: https://t.co/2z4fCNuccf. -KN'"
143,1221840491861495810,2020-01-27 17:00:48,"b""@Jenn_Jan_ Thanks for reaching out, Jennifer. If there's already a Facebook account associated with your father's p\xe2\x80\xa6 https://t.co/NqsjkTdfWf"""
144,1221840289867976705,2020-01-27 17:00:00,"b""@2bb0482c369e4f8 Hi there. Reports from people on Facebook help us identify and fix problems when something's not w\xe2\x80\xa6 https://t.co/lCw13yYkND"""
145,1221840144925368320,2020-01-27 16:59:25,"b'@kabeertweets Hi Kabeer. If you think your Facebook Page has been hacked, learn about the next steps to take in our\xe2\x80\xa6 https://t.co/uPakxOS3qA'"
146,1221839959365234690,2020-01-27 16:58:41,b'@ManishKotharee Hi Manish. You can fill out this Help Center form to share your feedback about hiding mutual friend\xe2\x80\xa6 https://t.co/EZ3Klxvovw'
147,1221839779299577859,2020-01-27 16:57:58,"b'@MaYaNks0nI Thanks for reaching out, Mayank. You can learn about other ways to recover your account or reset your p\xe2\x80\xa6 https://t.co/Zzg2ow3KeP'"
148,1221839349853097986,2020-01-27 16:56:16,"b""@slomoassassin Hi there. You can learn how to report what you're experiencing with your Facebook notifications in o\xe2\x80\xa6 https://t.co/lWUUsGqQ5K"""
149,1221839275483942912,2020-01-27 16:55:58,"b'@ShoaibMalik_786 We understand your concerns, Mohd. For additional support with a disabled account, please visit ou\xe2\x80\xa6 https://t.co/CAwnUd4HYL'"
